Project,Package,Smell,Description
gson,com.google.gson.reflect,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TypeToken; TypeTokenTest; TypeTokenTest.NestedGeneric; TypeTokenTest.Outer; TypeTokenTest.CustomTypeToken; TypeTokenTest.SubTypeToken; GenericWithBound; GenericWithMultiBound]; [TypeTokenTest.LocalGenericClass]; [TypeTokenTest.NonStaticInner]; [TypeTokenTest.SubSubTypeToken1]; [TypeTokenTest.SubSubTypeToken2]; [TypeTokenTest.Enclosing]; [TypeTokenTest.Inner]; [ClassSatisfyingBounds]. LCC (Lack of Component Cohesion) = 0.53
gson,com.google.gson.common,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MoreAsserts]; [TestTypes; TestTypes.Base; TestTypes.BagOfPrimitives; TestTypes.ClassOverridingEquals]; [TestTypes.Sub]; [TestTypes.ClassWithBaseField]; [TestTypes.ClassWithBaseArrayField]; [TestTypes.ClassWithBaseCollectionField]; [TestTypes.BaseSerializer]; [TestTypes.SubSerializer]; [TestTypes.StringWrapper]; [TestTypes.BagOfPrimitiveWrappers]; [TestTypes.PrimitiveArray]; [TestTypes.ClassWithNoFields]; [TestTypes.Nested]; [TestTypes.ClassWithTransientFields]; [TestTypes.ClassWithCustomTypeConverter]; [TestTypes.ArrayOfObjects]; [TestTypes.ClassWithArray]; [TestTypes.ClassWithObjects]; [TestTypes.ClassWithSerializedNameFields]; [TestTypes.CrazyLongTypeAdapter]. LCC (Lack of Component Cohesion) = 0.87
gson,com.google.gson.functional,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 317
gson,com.google.gson.functional,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TypeHierarchyAdapterTest; TypeHierarchyAdapterTest.ManagerAdapter; TypeHierarchyAdapterTest.EmployeeAdapter; TypeHierarchyAdapterTest.Employee; TypeHierarchyAdapterTest.Manager; TypeHierarchyAdapterTest.CEO; TypeHierarchyAdapterTest.Company]; [JsonParserTest]; [ToNumberPolicyFunctionalTest]; [ConcurrencyTest; ConcurrencyTest.MyObject]; [NullObjectAndFieldTest; NullObjectAndFieldTest.ClassWithInitializedMembers; NullObjectAndFieldTest.ClassWithNullWrappedPrimitive; NullObjectAndFieldTest.ClassWithMembers; NullObjectAndFieldTest.ObjectWithField]; [NullObjectAndFieldTest.ClassWithObjectsSerializer]; [ExclusionStrategyFunctionalTest; ExclusionStrategyFunctionalTest.SampleObjectForTest; ExclusionStrategyFunctionalTest.MyExclusionStrategy]; [ObjectTest; ObjectTest.Subclass; ObjectTest.ClassWithCollectionField; ObjectTest.ClassWithObjectField; ObjectTest.Parent; ObjectTest.Child; ObjectTest.ArrayOfArrays; ObjectTest.ClassWithPrivateNoArgsConstructor; ObjectTest.ClassWithEmptyStringFields; ObjectTest.Product; ObjectTest.HasObjectMap; ObjectTest.ClassWithStaticField; ObjectTest.ClassWithStaticFinalField; ObjectTest.ClassWithThrowingConstructor; ObjectTest.RecursiveClass]; [ObjectTest.Superclass1]; [ObjectTest.Superclass2]; [ObjectTest.Local]; [ObjectTest.Local]; [ObjectTest.Local]; [ObjectTest.Department]; [VersioningTest; VersioningTest.Version1; VersioningTest.Version1_1; VersioningTest.Version1_2; VersioningTest.SinceUntilMixing]; [InheritanceTest; InheritanceTest.SubTypeOfNested; InheritanceTest.ClassWithSubInterfacesOfCollection]; [RawSerializationTest; RawSerializationTest.Foo; RawSerializationTest.Bar]; [DefaultTypeAdaptersTest; DefaultTypeAdaptersTest.ClassWithUrlField; DefaultTypeAdaptersTest.ClassWithBigDecimal; DefaultTypeAdaptersTest.ClassWithBigInteger; DefaultTypeAdaptersTest.MyClassTypeAdapter; DefaultTypeAdaptersTest.NumberAsStringAdapter]; [JsonAdapterAnnotationOnFieldsTest; JsonAdapterAnnotationOnFieldsTest.Gadget; JsonAdapterAnnotationOnFieldsTest.Gizmo; JsonAdapterAnnotationOnFieldsTest.Part; JsonAdapterAnnotationOnFieldsTest.Computer; JsonAdapterAnnotationOnFieldsTest.User; JsonAdapterAnnotationOnFieldsTest.Computer2; JsonAdapterAnnotationOnFieldsTest.RegisteredUserAdapter; JsonAdapterAnnotationOnFieldsTest.GadgetWithTwoParts; JsonAdapterAnnotationOnFieldsTest.GadgetWithOptionalPart; JsonAdapterAnnotationOnFieldsTest.GadgetWithPrimitivePart; JsonAdapterAnnotationOnFieldsTest.Gizmo2; JsonAdapterAnnotationOnFieldsTest.BuiltInOverwriting; JsonAdapterAnnotationOnFieldsTest.JsonElementAdapter; JsonAdapterAnnotationOnFieldsTest.DelegatingAndOverwriting; JsonAdapterAnnotationOnFieldsTest.WithDelegatingFactory; JsonAdapterAnnotationOnFieldsTest.WithDelayedDelegatingFactory; JsonAdapterAnnotationOnFieldsTest.GetAdapterDelegation; JsonAdapterAnnotationOnFieldsTest.WithJsonSerializer; JsonAdapterAnnotationOnFieldsTest.WithJsonDeserializer]; [JsonAdapterAnnotationOnFieldsTest.PartJsonFieldAnnotationAdapter]; [JsonAdapterAnnotationOnFieldsTest.GizmoPartTypeAdapterFactory]; [JsonAdapterAnnotationOnFieldsTest.UserClassAnnotationAdapter]; [JsonAdapterAnnotationOnFieldsTest.UserFieldAnnotationAdapter]; [JsonAdapterAnnotationOnFieldsTest.LongToStringTypeAdapterFactory]; [JsonAdapterAnnotationOnFieldsTest.Gizmo2PartTypeAdapterFactory]; [JsonAdapterAnnotationOnFieldsTest.DelegatingAdapterFactory]; [JsonAdapterAnnotationOnFieldsTest.Factory]; [JsonAdapterAnnotationOnFieldsTest.Factory]; [JsonAdapterAnnotationOnFieldsTest.Factory]; [JsonAdapterAnnotationOnFieldsTest.Serializer]; [JsonAdapterAnnotationOnFieldsTest.Deserializer]; [TreeTypeAdaptersTest; TreeTypeAdaptersTest.Id; TreeTypeAdaptersTest.IdTreeTypeAdapter; TreeTypeAdaptersTest.Student; TreeTypeAdaptersTest.Course; TreeTypeAdaptersTest.Assignment]; [TreeTypeAdaptersTest.HistoryCourse]; [DelegateTypeAdapterTest; DelegateTypeAdapterTest.StatsTypeAdapterFactory]; [InternationalizationTest]; [Java17RecordTest]; [InstanceCreatorTest; InstanceCreatorTest.SubArrayList; InstanceCreatorTest.SubTreeSet]; [LeniencyTest]; [CircularReferenceTest; CircularReferenceTest.ContainsReferenceToSelfType; CircularReferenceTest.ClassWithSelfReference; CircularReferenceTest.ClassWithSelfReferenceArray]; [ExposeFieldsTest; ExposeFieldsTest.ClassWithExposedFields; ExposeFieldsTest.ClassWithNoExposedFields; ExposeFieldsTest.SomeInterface; ExposeFieldsTest.SomeInterfaceInstanceCreator; ExposeFieldsTest.ClassWithInterfaceField]; [ExposeFieldsTest.SomeObject]; [StreamingTypeAdaptersTest; StreamingTypeAdaptersTest.Truck; StreamingTypeAdaptersTest.Person; StreamingTypeAdaptersTest.Node]; [JavaUtilConcurrentAtomicTest; JavaUtilConcurrentAtomicTest.AtomicLongHolder]; [JsonAdapterSerializerDeserializerTest; JsonAdapterSerializerDeserializerTest.Computer; JsonAdapterSerializerDeserializerTest.User; JsonAdapterSerializerDeserializerTest.Computer2; JsonAdapterSerializerDeserializerTest.User2; JsonAdapterSerializerDeserializerTest.Container; JsonAdapterSerializerDeserializerTest.Base; JsonAdapterSerializerDeserializerTest.WithNullSafe]; [JsonAdapterSerializerDeserializerTest.UserSerializer]; [JsonAdapterSerializerDeserializerTest.UserDeserializer]; [JsonAdapterSerializerDeserializerTest.UserSerializerDeserializer]; [JsonAdapterSerializerDeserializerTest.UserSerializerDeserializer2]; [JsonAdapterSerializerDeserializerTest.BaseStringAdapter]; [JsonAdapterSerializerDeserializerTest.BaseIntegerAdapter]; [CollectionTest; CollectionTest.CollectionWithoutNoArgsConstructor; CollectionTest.HasArrayListField; CollectionTest.ObjectWithWildcardCollection; CollectionTest.BigClass; CollectionTest.SmallClass]; [CollectionTest.Entry]; [JsonTreeTest; JsonTreeTest.SubTypeOfBagOfPrimitives]; [GsonVersionDiagnosticsTest; GsonVersionDiagnosticsTest.TestType]; [JavaUtilTest; JavaUtilTest.CurrencyHolder]; [FormattingStyleTest]; [FieldExclusionTest; FieldExclusionTest.Outer; FieldExclusionTest.Inner]; [FieldExclusionTest.NestedClass]; [InterfaceTest; InterfaceTest.TestObjectInterface; InterfaceTest.TestObject; InterfaceTest.TestObjectWrapper]; [EscapingTest]; [NumberLimitsTest]; [ReadersWritersTest; ReadersWritersTest.CustomAppendable]; [ParameterizedTypesTest; ParameterizedTypesTest.ObjectWithTypeVariables; ParameterizedTypesTest.MultiParameters; ParameterizedTypesTest.Amount]; [ParameterizedTypesTest.Quantity]; [ParameterizedTypesTest.MyQuantity]; [ParameterizedTypesTest.Measurable]; [ParameterizedTypesTest.Field]; [ParameterizedTypesTest.Immutable]; [MoreSpecificTypeSerializationTest; MoreSpecificTypeSerializationTest.Base; MoreSpecificTypeSerializationTest.ClassWithBaseFields; MoreSpecificTypeSerializationTest.ClassWithContainersOfBaseFields; MoreSpecificTypeSerializationTest.ParameterizedBase; MoreSpecificTypeSerializationTest.ClassWithParameterizedBaseFields; MoreSpecificTypeSerializationTest.ClassWithContainersOfParameterizedBaseFields]; [MoreSpecificTypeSerializationTest.Sub]; [MoreSpecificTypeSerializationTest.ParameterizedSub]; [PrettyPrintingTest; PrettyPrintingTest.ClassWithMap]; [CustomTypeAdaptersTest; CustomTypeAdaptersTest.Base; CustomTypeAdaptersTest.Derived; CustomTypeAdaptersTest.Foo; CustomTypeAdaptersTest.StringHolder; CustomTypeAdaptersTest.StringHolderTypeAdapter; CustomTypeAdaptersTest.DataHolder; CustomTypeAdaptersTest.DataHolderWrapper; CustomTypeAdaptersTest.DataHolderSerializer; CustomTypeAdaptersTest.DataHolderDeserializer; CustomTypeAdaptersTest.DateTypeAdapter]; [CustomTypeAdaptersTest.FooTypeAdapter]; [EnumTest; EnumTest.MyEnum; EnumTest.ClassWithEnumFields; EnumTest.Roshambo; EnumTest.MyEnumTypeAdapter; EnumTest.Gender; EnumTest.Color; EnumTest.CustomToString; EnumTest.InterchangedToString]; [PrimitiveTest; PrimitiveTest.ClassWithIntegerField]; [PrimitiveCharacterTest]; [SerializedNameTest; SerializedNameTest.MyClass]; [MapTest; MapTest.MyParameterizedMap; MapTest.MapWithoutNoArgsConstructor; MapTest.ClassWithAMap; MapTest.MyMap; MapTest.MapClass; MapTest.MapWithGeneralMapParameters]; [MapTest.Point]; [SecurityTest]; [CustomDeserializerTest; CustomDeserializerTest.DataHolder; CustomDeserializerTest.DataHolderWrapper; CustomDeserializerTest.DataHolderDeserializer; CustomDeserializerTest.MyBase; CustomDeserializerTest.SubType1; CustomDeserializerTest.ClassWithBaseArray]; [CustomDeserializerTest.SubTypes]; [CustomDeserializerTest.SubType2]; [PrintFormattingTest]; [ReflectionAccessTest]; [ReflectionAccessTest.ClassWithPrivateMembers]; [StringTest]; [ArrayTest]; [RuntimeTypeAdapterFactoryFunctionalTest; RuntimeTypeAdapterFactoryFunctionalTest.Shape; RuntimeTypeAdapterFactoryFunctionalTest.ShapeType; RuntimeTypeAdapterFactoryFunctionalTest.Circle; RuntimeTypeAdapterFactoryFunctionalTest.Square]; [RuntimeTypeAdapterFactoryFunctionalTest.JsonAdapterFactory]; [RuntimeTypeAdapterFactoryFunctionalTest.RuntimeTypeAdapterFactory]; [JsonAdapterAnnotationOnClassesTest; JsonAdapterAnnotationOnClassesTest.WithNullReturningFactory; JsonAdapterAnnotationOnClassesTest.A; JsonAdapterAnnotationOnClassesTest.C; JsonAdapterAnnotationOnClassesTest.B; JsonAdapterAnnotationOnClassesTest.ClassWithIncorrectJsonAdapter; JsonAdapterAnnotationOnClassesTest.User; JsonAdapterAnnotationOnClassesTest.NullableClass; JsonAdapterAnnotationOnClassesTest.Foo; JsonAdapterAnnotationOnClassesTest.WithInvalidAdapterClass; JsonAdapterAnnotationOnClassesTest.WithDelegatingFactory; JsonAdapterAnnotationOnClassesTest.Factory; JsonAdapterAnnotationOnClassesTest.WithDelayedDelegatingFactory; JsonAdapterAnnotationOnClassesTest.WithDelegatingFactoryOnClassAndField; JsonAdapterAnnotationOnClassesTest.WithJsonSerializer; JsonAdapterAnnotationOnClassesTest.Serializer; JsonAdapterAnnotationOnClassesTest.WithJsonDeserializer; JsonAdapterAnnotationOnClassesTest.CreatedByInstanceCreator; JsonAdapterAnnotationOnClassesTest.CreatedByJdkUnsafe]; [JsonAdapterAnnotationOnClassesTest.NullReturningFactory]; [JsonAdapterAnnotationOnClassesTest.JsonAdapter]; [JsonAdapterAnnotationOnClassesTest.JsonAdapterFactory]; [JsonAdapterAnnotationOnClassesTest.UserJsonAdapter]; [JsonAdapterAnnotationOnClassesTest.NullableClassJsonAdapter]; [JsonAdapterAnnotationOnClassesTest.FooJsonAdapter]; [JsonAdapterAnnotationOnClassesTest.Factory]; [JsonAdapterAnnotationOnClassesTest.Factory]; [JsonAdapterAnnotationOnClassesTest.Deserializer]; [JsonAdapterAnnotationOnClassesTest.Serializer]; [JsonAdapterAnnotationOnClassesTest.Serializer]; [CustomSerializerTest]; [TypeAdapterPrecedenceTest; TypeAdapterPrecedenceTest.Foo]; [MapAsArrayTypeAdapterTest; MapAsArrayTypeAdapterTest.Point; MapAsArrayTypeAdapterTest.PointWithProperty]; [ReusedTypeVariablesFullyResolveTest; ReusedTypeVariablesFullyResolveTest.TestEnum; ReusedTypeVariablesFullyResolveTest.TestEnumSetCollection]; [ReusedTypeVariablesFullyResolveTest.SetCollection]; [ReusedTypeVariablesFullyResolveTest.BaseCollection]; [ReflectionAccessFilterTest; ReflectionAccessFilterTest.SubTestClass; ReflectionAccessFilterTest.OtherClass; ReflectionAccessFilterTest.ExtendingClassWithPrivateField; ReflectionAccessFilterTest.ClassWithPrivateNoArgsConstructor; ReflectionAccessFilterTest.ClassWithoutNoArgsConstructor]; [ReflectionAccessFilterTest.ClassExtendingJdkClass]; [ReflectionAccessFilterTest.ClassWithStaticField]; [ReflectionAccessFilterTest.SuperTestClass]; [ReflectionAccessFilterTest.ClassWithPrivateField]; [UncategorizedTest; UncategorizedTest.OperationType; UncategorizedTest.Base; UncategorizedTest.Derived1; UncategorizedTest.Derived2; UncategorizedTest.BaseTypeAdapter]; [TypeVariableTest; TypeVariableTest.Blue; TypeVariableTest.Foo; TypeVariableTest.Bar]; [TypeVariableTest.Red]; [EnumWithObfuscatedTest; EnumWithObfuscatedTest.Gender]; [FieldNamingTest]; [FieldNamingTest.TestNames]; [TypeAdapterRuntimeTypeWrapperTest; TypeAdapterRuntimeTypeWrapperTest.Base; TypeAdapterRuntimeTypeWrapperTest.Container; TypeAdapterRuntimeTypeWrapperTest.Deserializer; TypeAdapterRuntimeTypeWrapperTest.CyclicBase; TypeAdapterRuntimeTypeWrapperTest.CyclicSub]; [TypeAdapterRuntimeTypeWrapperTest.Subclass]; [NamingPolicyTest; NamingPolicyTest.UpperCaseNamingStrategy; NamingPolicyTest.ClassWithDuplicateFields; NamingPolicyTest.ClassWithComplexFieldName]; [NamingPolicyTest.AtName]; [NamingPolicyTest.ClassWithTwoFields]. LCC (Lack of Component Cohesion) = 0.4
gson,com.google.gson.functional,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.google.gson; com.google.gson.reflect.
gson,com.google.gson.functional,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.google.gson.stream; com.google.gson.
gson,com.google.gson.typeadapters,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UtcDateTypeAdapter; UtcDateTypeAdapterTest]; [RuntimeTypeAdapterFactory; RuntimeTypeAdapterFactoryTest; RuntimeTypeAdapterFactoryTest.BillingInstrumentWrapper; RuntimeTypeAdapterFactoryTest.BillingInstrument; RuntimeTypeAdapterFactoryTest.CreditCard; RuntimeTypeAdapterFactoryTest.BankTransfer]; [PostConstructAdapterFactory; PostConstructAdapterFactoryTest; PostConstructAdapterFactoryTest.Sandwich; PostConstructAdapterFactoryTest.MultipleSandwiches]; [PostConstructAdapterFactory.PostConstructAdapter]. LCC (Lack of Component Cohesion) = 0.31
gson,com.google.gson.typeadapters,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.google.gson; com.google.gson.reflect.
gson,com.google.gson.graph,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GraphAdapterBuilder; GraphAdapterBuilder.Factory; GraphAdapterBuilder.Element; GraphAdapterBuilderTest; GraphAdapterBuilderTest.Roshambo; GraphAdapterBuilderTest.Employee; GraphAdapterBuilderTest.Company]; [GraphAdapterBuilder.Graph]. LCC (Lack of Component Cohesion) = 0.25
gson,com.google.gson.graph,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.google.gson.reflect; com.google.gson.
gson,com.example,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 33
gson,com.example,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EnumClassWithSerializedName; Main; ClassWithHasArgsConstructor; ClassWithSerializedName; EnumClass; TestExecutor; ClassWithUnreferencedHasArgsConstructor; ClassWithUnreferencedNoArgsConstructor; ClassWithNoArgsConstructor; ClassWithNamedFields; InterfaceWithImplementation; InterfaceWithImplementation.Implementation]; [ClassWithJsonAdapterAnnotation; ClassWithJsonAdapterAnnotation.DummyClass]; [ClassWithJsonAdapterAnnotation.Adapter]; [ClassWithJsonAdapterAnnotation.Factory]; [ClassWithJsonAdapterAnnotation.Serializer]; [ClassWithJsonAdapterAnnotation.Deserializer]; [GenericClasses; GenericClasses.GenericClass; GenericClasses.DummyClass]; [GenericClasses.UsingGenericClass]; [GenericClasses.GenericUsingGenericClass]; [GenericClasses.Adapter]; [ClassWithExposeAnnotation]; [NoSerializedNameMain; NoSerializedNameMain.TestClassNoArgsConstructor; NoSerializedNameMain.TestClassNotAbstract; NoSerializedNameMain.TestClassHasArgsConstructor]; [ClassWithVersionAnnotations]; [UnusedClass]; [ClassWithAdapter]; [ClassWithAdapter.Adapter]. LCC (Lack of Component Cohesion) = 0.48
gson,com.google.gson.protobuf.functional,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.google.gson; com.google.gson.protobuf.
gson,com.google.gson.protobuf.generated,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Annotations; Bag; Bag.SimpleProto; Bag.Builder; Bag.ProtoWithDifferentCaseFormat; Bag.Builder; Bag.ProtoWithRepeatedFieldsOrBuilder; Bag.ProtoWithRepeatedFields; Bag.Builder; Bag.OuterMessage; Bag.Builder; Bag.ProtoWithAnnotationsOrBuilder; Bag.ProtoWithAnnotations; Bag.InnerMessageOrBuilder; Bag.InnerMessage; Bag.Type; Bag.Data; Bag.Builder; Bag.Builder; Bag.Builder; Bag.ProtoWithAnnotationsAndJsonNames; Bag.Builder]; [Bag.SimpleProtoOrBuilder]; [Bag.ProtoWithDifferentCaseFormatOrBuilder]; [Bag.OuterMessageOrBuilder]; [Bag.DataOrBuilder]; [Bag.ProtoWithAnnotationsAndJsonNamesOrBuilder]. LCC (Lack of Component Cohesion) = 0.22
